name,description,url,downloads,owners,owners_urls
mlconjug,"A Python library to conjugate French, English, Spanish, Italian, Portuguese and Romanian verbs using Machine Learning techniques.",https://pypi.org/project/mlconjug/,126968,SekouD,https://pypi.org/user/SekouD/
mxnet-mkl,MXNet is an ultra-scalable deep learning framework. This version uses MKLDNN.,https://pypi.org/project/mxnet-mkl/,4946347,"mxnet,mxnet-ci","https://pypi.org/user/mxnet/,https://pypi.org/user/mxnet-ci/"
biotransistor,bue`s public bioinformatics code base to explor biology.,https://pypi.org/project/biotransistor/,3605,bue,https://pypi.org/user/bue/
knp-utils,Wrapper scripts for Japanese parser `KNP`,https://pypi.org/project/knp-utils/,43720,kensuke-mi,https://pypi.org/user/kensuke-mi/
panoptes-utils,Astronomical utilities for PANOPTES,https://pypi.org/project/panoptes-utils/,53930,panoptes,https://pypi.org/user/panoptes/
SCPI-Lab-Instruments,Control instruments in the receiver lab over Ethernet using SCPI commands,https://pypi.org/project/SCPI-Lab-Instruments/,4501,garrettj,https://pypi.org/user/garrettj/
anko,Toolkit for performing anomaly detection algorithm on time series.,https://pypi.org/project/anko/,47504,tanlin2013,https://pypi.org/user/tanlin2013/
recsim-no-tf,RecSim: A Configurable Recommender Systems Simulation Platform (w/o Tensorflow deps),https://pypi.org/project/recsim-no-tf/,12252,kittipat,https://pypi.org/user/kittipat/
ModulationPy,Baseband Digital Linear Modems,https://pypi.org/project/ModulationPy/,26982,kirlf,https://pypi.org/user/kirlf/
ZtoRGBpy,Complex number to perceptually uniform RGB subset mapping library,https://pypi.org/project/ZtoRGBpy/,14705,glenflet,https://pypi.org/user/glenflet/
causallib,A library of causal inference tools by IBM Haifa Research Labs,https://pypi.org/project/causallib/,15479,"ehudk,yishais","https://pypi.org/user/ehudk/,https://pypi.org/user/yishais/"
PyPerceptron,"A python implementation of the build block of the Neural Network, The Perceptron",https://pypi.org/project/PyPerceptron/,5356,paolodelia99,https://pypi.org/user/paolodelia99/
Lemuras,A small Python library to deal with big tables,https://pypi.org/project/Lemuras/,30442,AivanF,https://pypi.org/user/AivanF/
openml-onnx,Onnx extension for Openml python API,https://pypi.org/project/openml-onnx/,4471,"joaquinvanschoren,prabhant","https://pypi.org/user/joaquinvanschoren/,https://pypi.org/user/prabhant/"
CCIT,Model Powered CI Test,https://pypi.org/project/CCIT/,20297,rajatsen91,https://pypi.org/user/rajatsen91/
spops,Database of population synthesis simulations of spinning black-hole binaries,https://pypi.org/project/spops/,5306,davide.gerosa,https://pypi.org/user/davide.gerosa/
openfed-mmlab,openfed-mmlab: An OpenFed extra package for open-mmlab's projects.,https://pypi.org/project/openfed-mmlab/,796,densechen,https://pypi.org/user/densechen/
xtreme-vision,"A Python Library for Computer Vision tasks like Object Detection, Segmentation, Pose Estimation etc",https://pypi.org/project/xtreme-vision/,9672,adeel_intizar,https://pypi.org/user/adeel_intizar/
ALP4lib,A module to control Vialux DMDs based on ALP4.X API.It uses the .ddl files provided by Vialux.,https://pypi.org/project/ALP4lib/,42972,spopoff,https://pypi.org/user/spopoff/
thoth-build-analysers,Build analysis library and tools to handle and process build logs.,https://pypi.org/project/thoth-build-analysers/,7858,macermak,https://pypi.org/user/macermak/
bonsai-gym-common,A library to integrate Bonsai BRAIN with OpenAI Gym environments,https://pypi.org/project/bonsai-gym-common/,68649,bonsaiai,https://pypi.org/user/bonsaiai/
MDAnalysisData,MDAnalysis example data,https://pypi.org/project/MDAnalysisData/,65535,Oliver.Beckstein,https://pypi.org/user/Oliver.Beckstein/
pyageng,"Code for the book ""Measurements and Data Analysis for Agricultural Engineers using Python""",https://pypi.org/project/pyageng/,6480,mpastell,https://pypi.org/user/mpastell/
refstis,Pipeline to create STIS CCD superdarks and superbiases,https://pypi.org/project/refstis/,16549,"dbranton,justincely,lockwood","https://pypi.org/user/dbranton/,https://pypi.org/user/justincely/,https://pypi.org/user/lockwood/"
barrage,A supervised deep learning tool.,https://pypi.org/project/barrage/,24764,bnemsick,https://pypi.org/user/bnemsick/
pymorphy,Morphological analyzer (POS tagger + inflection engine) for Russian and English (+perhaps German) languages.,https://pypi.org/project/pymorphy/,112740,kmike,https://pypi.org/user/kmike/
qiskit-terra,Software for developing quantum computing programs,https://pypi.org/project/qiskit-terra/,1401272,qiskit,https://pypi.org/user/qiskit/
persim,Distances and representations of persistence diagrams,https://pypi.org/project/persim/,131644,"ctralie,sauln","https://pypi.org/user/ctralie/,https://pypi.org/user/sauln/"
MD2K-Cerebral-Cortex,Backend data analytics platform for MD2K software,https://pypi.org/project/MD2K-Cerebral-Cortex/,7023,nasir.ali,https://pypi.org/user/nasir.ali/
srslyumi,process SRSLY UMIs,https://pypi.org/project/srslyumi/,2942,claretbio,https://pypi.org/user/claretbio/
nasbench301,A surrogate benchmark for neural architecture search,https://pypi.org/project/nasbench301/,3498,LMZimmer,https://pypi.org/user/LMZimmer/
qutechopenql,OpenQL Python Package,https://pypi.org/project/qutechopenql/,31436,"iashraf,qcelab,wvlothuizen","https://pypi.org/user/iashraf/,https://pypi.org/user/qcelab/,https://pypi.org/user/wvlothuizen/"
aiida-gulp,AiiDA plugin for running the GULP MD code,https://pypi.org/project/aiida-gulp/,4075,cjsewell,https://pypi.org/user/cjsewell/
docdetect,Real-time detection of documents in images.,https://pypi.org/project/docdetect/,9128,alez,https://pypi.org/user/alez/
botframework-connector,Microsoft Bot Framework Bot Builder SDK for Python.,https://pypi.org/project/botframework-connector/,311873,"axsuarez,cleemullins,daveta,johnataylor,microsoft","https://pypi.org/user/axsuarez/,https://pypi.org/user/cleemullins/,https://pypi.org/user/daveta/,https://pypi.org/user/johnataylor/,https://pypi.org/user/microsoft/"
itk-principalcomponentsanalysis,"ITK classes for the analysis of the principal components of data sets, optionally point data associated with the vertices of a mesh.",https://pypi.org/project/itk-principalcomponentsanalysis/,5929,"dzenanz,thewtex","https://pypi.org/user/dzenanz/,https://pypi.org/user/thewtex/"
rhoSimplecFlux,Python front-end of the rhoSimplecFoam,https://pypi.org/project/rhoSimplecFlux/,6117,alexey.petrov,https://pypi.org/user/alexey.petrov/
skyarea,Compute credible regions on the sky from RA-DEC MCMC samples,https://pypi.org/project/skyarea/,6451,farrwill,https://pypi.org/user/farrwill/
prosto,Data processing toolkit radically changing the way data is processed,https://pypi.org/project/prosto/,5438,asavinov,https://pypi.org/user/asavinov/
embeddix,A general purpose toolkit for word embeddings,https://pypi.org/project/embeddix/,13987,akb,https://pypi.org/user/akb/
geniegui,generate and run a GUI from an argparse.ArgumentParser object of a console application,https://pypi.org/project/geniegui/,32702,svenrahmann,https://pypi.org/user/svenrahmann/
slycot,Slycot: a wrapper for the SLICOT control and systems library,https://pypi.org/project/slycot/,337392,"cwrowley,jgoppert,moorepants,murrayrm,roryyorke,slivingston","https://pypi.org/user/cwrowley/,https://pypi.org/user/jgoppert/,https://pypi.org/user/moorepants/,https://pypi.org/user/murrayrm/,https://pypi.org/user/roryyorke/,https://pypi.org/user/slivingston/"
muse-origin,Blind detection of faint emission line galaxies in MUSE datacubes,https://pypi.org/project/muse-origin/,2535,"bacon,laure.piqueras,saimon","https://pypi.org/user/bacon/,https://pypi.org/user/laure.piqueras/,https://pypi.org/user/saimon/"
bulstem,Python version of the BulStem stemming algorithm,https://pypi.org/project/bulstem/,3909,mhardalov,https://pypi.org/user/mhardalov/
freshwater,Python module for estimating thermodynamic properties of water in freshwater lakes.,https://pypi.org/project/freshwater/,3863,drobb,https://pypi.org/user/drobb/
bamboorules,JSON-logic alongside Pandas,https://pypi.org/project/bamboorules/,11498,tnesztler,https://pypi.org/user/tnesztler/
TetraPredX,Prediction tool to identify the class of unknown sequences assembled from metagenomes,https://pypi.org/project/TetraPredX/,316,sejmodha,https://pypi.org/user/sejmodha/
nlup,"('Core libraries for natural language processing',)",https://pypi.org/project/nlup/,21727,"hobs,kylebgorman,rcgale","https://pypi.org/user/hobs/,https://pypi.org/user/kylebgorman/,https://pypi.org/user/rcgale/"
alignlib-lite,alignlib-lite - simple wrapper around alignlib C++ library for sequence alignment,https://pypi.org/project/alignlib-lite/,28497,grepall,https://pypi.org/user/grepall/
kliko,Scientific Compute Container Spec Parser,https://pypi.org/project/kliko/,51482,gijzelaerr,https://pypi.org/user/gijzelaerr/
pysiaf,Handling of Science Instrument Aperture Files (SIAF) for space telescopes,https://pypi.org/project/pysiaf/,73912,"Johannes-Sahlmann,mperrin,shanosborne,stsci_maintainer","https://pypi.org/user/Johannes-Sahlmann/,https://pypi.org/user/mperrin/,https://pypi.org/user/shanosborne/,https://pypi.org/user/stsci_maintainer/"
fast-bert,AI Library using BERT,https://pypi.org/project/fast-bert/,137942,kaushaltrivedi,https://pypi.org/user/kaushaltrivedi/
empyre,Electron Microscopy Python Reconstruction,https://pypi.org/project/empyre/,17486,"Alexander.Clausen,Jan.Caron","https://pypi.org/user/Alexander.Clausen/,https://pypi.org/user/Jan.Caron/"
hwrt,Handwriting Recognition Tools,https://pypi.org/project/hwrt/,785579,Martin.Thoma,https://pypi.org/user/Martin.Thoma/
arithmos-widget-base,Base Widget for Orange Canvas,https://pypi.org/project/arithmos-widget-base/,1863,renn0xtek9,https://pypi.org/user/renn0xtek9/
xbob.db.biosecure,Biosecure Database Access API for Bob,https://pypi.org/project/xbob.db.biosecure/,19635,"anjos,laurentes,siebenkopf","https://pypi.org/user/anjos/,https://pypi.org/user/laurentes/,https://pypi.org/user/siebenkopf/"
mumot,Multiscale Modelling Tool,https://pypi.org/project/mumot/,12461,"jarmarshall,willfurnass","https://pypi.org/user/jarmarshall/,https://pypi.org/user/willfurnass/"
mosaik.ScenarioTools,Tools for building mosaik scenarios,https://pypi.org/project/mosaik.ScenarioTools/,128826,Bengt,https://pypi.org/user/Bengt/
pytranskit,Python transport based signal processing toolkit.,https://pypi.org/project/pytranskit/,14287,"ar3fx,xuwang","https://pypi.org/user/ar3fx/,https://pypi.org/user/xuwang/"
bayes-tda,Point process model for Bayesian inference with persistence diagrams.,https://pypi.org/project/bayes-tda/,5196,coballe,https://pypi.org/user/coballe/
pyhorizon,Pyhorizon is a thin wrapper on top of the NASA API.,https://pypi.org/project/pyhorizon/,5499,EricJDalrymple,https://pypi.org/user/EricJDalrymple/
calibration-client,Python Client for European XFEL Calibration Catalogue Web App available at https://in.xfel.eu/calibration,https://pypi.org/project/calibration-client/,16902,luismaia,https://pypi.org/user/luismaia/
antispoofing.utils,Utility package for anti-spoofing countermeasures,https://pypi.org/project/antispoofing.utils/,87640,"Amir.Mohammadi,anjos,biometrics,guillaume-heusch,ivana7c,khoury,laurentes,pkorshunov,ptome,siebenkopf,smarcel,Tiago.Freitas.Pereira,tiagofrepereira","https://pypi.org/user/Amir.Mohammadi/,https://pypi.org/user/anjos/,https://pypi.org/user/biometrics/,https://pypi.org/user/guillaume-heusch/,https://pypi.org/user/ivana7c/,https://pypi.org/user/khoury/,https://pypi.org/user/laurentes/,https://pypi.org/user/pkorshunov/,https://pypi.org/user/ptome/,https://pypi.org/user/siebenkopf/,https://pypi.org/user/smarcel/,https://pypi.org/user/Tiago.Freitas.Pereira/,https://pypi.org/user/tiagofrepereira/"
unique-sam,Analyse sam file and keep the unique aligment record.,https://pypi.org/project/unique-sam/,42545,dlmeduLi,https://pypi.org/user/dlmeduLi/
scsequtil,Utilities for large scale single cell data processing,https://pypi.org/project/scsequtil/,13480,ambrosejcarr,https://pypi.org/user/ambrosejcarr/
qibojit,Simulation tools based on numba and cupy.,https://pypi.org/project/qibojit/,7368,QIBO,https://pypi.org/user/QIBO/
interference-calculator,Calculate mass interference and standard isotopic ratios for mass spectrometry.,https://pypi.org/project/interference-calculator/,5926,zanpeeters,https://pypi.org/user/zanpeeters/
inferi,A statistics library.,https://pypi.org/project/inferi/,13855,samirelanduk,https://pypi.org/user/samirelanduk/
pyboo,A Python package to compute bond orientational order parameters,https://pypi.org/project/pyboo/,3136,MathieuLeocmach,https://pypi.org/user/MathieuLeocmach/
nfstream,A Flexible Network Data Analysis Framework,https://pypi.org/project/nfstream/,326076,aouinizied,https://pypi.org/user/aouinizied/
trytond_health_socioeconomics,GNU Health Person and family socioeconomic history and assessment,https://pypi.org/project/trytond_health_socioeconomics/,127208,"ced,meanmicio,smarro","https://pypi.org/user/ced/,https://pypi.org/user/meanmicio/,https://pypi.org/user/smarro/"
geomloss,"Geometric loss functions between point clouds, images and volumes.",https://pypi.org/project/geomloss/,33447,jeanfeydy,https://pypi.org/user/jeanfeydy/
adaptivelcbin,adaptivelcbin,https://pypi.org/project/adaptivelcbin/,10995,carlo.ferrigno,https://pypi.org/user/carlo.ferrigno/
geebam,Google Earth Engine Batch Assets Manager,https://pypi.org/project/geebam/,5578,tracek,https://pypi.org/user/tracek/
kohonen,A library of vector quantizers,https://pypi.org/project/kohonen/,17148,lmjohns3,https://pypi.org/user/lmjohns3/
nublast,MY DESCRIPTION,https://pypi.org/project/nublast/,1385,scottcoughlin2014,https://pypi.org/user/scottcoughlin2014/
dorthrithil-networkx,--- This is a fork! ---Python package for creating and manipulating graphs and networks,https://pypi.org/project/dorthrithil-networkx/,6286,dorthrithil,https://pypi.org/user/dorthrithil/
bgeo.catasto,Italian land registry utilities,https://pypi.org/project/bgeo.catasto/,11373,alexamici,https://pypi.org/user/alexamici/
sparsehash,Cython declarations for the Google Sparsehash library.,https://pypi.org/project/sparsehash/,14184,honnibal,https://pypi.org/user/honnibal/
hspectral,Toolbox for hyperspectral data.,https://pypi.org/project/hspectral/,2718,xehivs,https://pypi.org/user/xehivs/
pymapd,A wrapper for pyomnisci for backwards compatibility.,https://pypi.org/project/pymapd/,826727,"andrewseidl,jclay","https://pypi.org/user/andrewseidl/,https://pypi.org/user/jclay/"
GeoAlchemy2,Using SQLAlchemy with Spatial Databases,https://pypi.org/project/GeoAlchemy2/,7183676,erilem,https://pypi.org/user/erilem/
distrax,Distrax: Probability distributions in JAX.,https://pypi.org/project/distrax/,3184,deepmind,https://pypi.org/user/deepmind/
tsaug,A package for time series augmentation,https://pypi.org/project/tsaug/,18691,"arundo,tailaiw","https://pypi.org/user/arundo/,https://pypi.org/user/tailaiw/"
jittermodel,Calculate jitter and non-contact friction for an AFM cantilever,https://pypi.org/project/jittermodel/,16959,ryanpdwyer,https://pypi.org/user/ryanpdwyer/
PAME,GUI for modeling nanoparticles on optical fiber with mixing/shell-filling models,https://pypi.org/project/PAME/,17550,hugadams,https://pypi.org/user/hugadams/
pyulog,Python log parser for ULog.,https://pypi.org/project/pyulog/,224940,"bkueng,jgoppert","https://pypi.org/user/bkueng/,https://pypi.org/user/jgoppert/"
pastis,A set of algorithms for the 3D inference of the genome,https://pypi.org/project/pastis/,26762,NelleV,https://pypi.org/user/NelleV/
alpha1p,Alpha 1 Pro driver,https://pypi.org/project/alpha1p/,16022,wuruiqi,https://pypi.org/user/wuruiqi/
scikit-surgery-evaluation,A python library for performing surgical skills evaluation,https://pypi.org/project/scikit-surgery-evaluation/,3714,"MattClarkson,weiss_ucl","https://pypi.org/user/MattClarkson/,https://pypi.org/user/weiss_ucl/"
pycsou,Library for solving linear inverse problems with state-of-the-art proximal algorithms.,https://pypi.org/project/pycsou/,2665,MatthieuMeo,https://pypi.org/user/MatthieuMeo/
pyjet,The interface between FastJet and NumPy,https://pypi.org/project/pyjet/,126615,"eduardorodrigues,noeldawe,scikit-hep","https://pypi.org/user/eduardorodrigues/,https://pypi.org/user/noeldawe/,https://pypi.org/user/scikit-hep/"
scanimate,"Tiny package for generating static animations, or ""scanimations""",https://pypi.org/project/scanimate/,2743,RyanHartzell,https://pypi.org/user/RyanHartzell/
tspex,A Python package for calculating tissue-specificity metrics for gene expression.,https://pypi.org/project/tspex/,23165,antoniop.camargo,https://pypi.org/user/antoniop.camargo/
mathstats,"Statistical functions, goodness-of-fit tests and special and special distributions not implemented in scipy/numpy .",https://pypi.org/project/mathstats/,69984,ksahlin,https://pypi.org/user/ksahlin/
topological_sort,Topological sorting,https://pypi.org/project/topological_sort/,6055,ruda,https://pypi.org/user/ruda/
ipython-autotime,Time everything in IPython,https://pypi.org/project/ipython-autotime/,277743,"amitu,Charles.Cloud","https://pypi.org/user/amitu/,https://pypi.org/user/Charles.Cloud/"
python-tlm,Python Transaction Level Modeling,https://pypi.org/project/python-tlm/,1521,wallento,https://pypi.org/user/wallento/
ejtrader,Financial Data and API,https://pypi.org/project/ejtrader/,13641,ejtrader,https://pypi.org/user/ejtrader/
transformers-phobert,State-of-the-art Natural Language Processing for TensorFlow 2.0 and PyTorch. Note that the tokenizer was changed by PhoBert in this version.,https://pypi.org/project/transformers-phobert/,1897,sonvx,https://pypi.org/user/sonvx/
curves,"Tools for building commodity forward, swaps, and futures curves.",https://pypi.org/project/curves/,27480,cmdty,https://pypi.org/user/cmdty/
bilm,Tensorflow implementation of contextualized word representations from bi-directional language models,https://pypi.org/project/bilm/,16963,"Dieshe,mattpeters","https://pypi.org/user/Dieshe/,https://pypi.org/user/mattpeters/"
terraref-stereo-rgb,TERRA-REF stereo RGB camera science package,https://pypi.org/project/terraref-stereo-rgb/,19009,max-zilla,https://pypi.org/user/max-zilla/
MDP,MDP is a Python library for building complex data processing software by combining widely used machine learning algorithms into pipelines and networks.,https://pypi.org/project/MDP/,53096,"laurenz.wiskott,NiMlr,otizonaizit,stefan.richthofer","https://pypi.org/user/laurenz.wiskott/,https://pypi.org/user/NiMlr/,https://pypi.org/user/otizonaizit/,https://pypi.org/user/stefan.richthofer/"
variant-spark,VariantSpark Python API,https://pypi.org/project/variant-spark/,36555,piotrszul,https://pypi.org/user/piotrszul/
ialab-core,A utility to help you in your IA projects,https://pypi.org/project/ialab-core/,6303,hselvaggi,https://pypi.org/user/hselvaggi/
commonlibs,Libraries used by different packages,https://pypi.org/project/commonlibs/,42038,aaron.dettmann,https://pypi.org/user/aaron.dettmann/
nn-sdk,"nn-sdk是一个基于tensorflow(v1 ,v2),onnx和tensorrt神经网络推理开发包",https://pypi.org/project/nn-sdk/,39753,ssdog,https://pypi.org/user/ssdog/
miutil,Medical imaging utilities for the AMYPAD and NiftyPET projects,https://pypi.org/project/miutil/,27885,"casper.dcl,pjmark","https://pypi.org/user/casper.dcl/,https://pypi.org/user/pjmark/"
ContFrac,Continued fractions and convergents,https://pypi.org/project/ContFrac/,7074,TheMatjaz,https://pypi.org/user/TheMatjaz/
movekit,Simple and effective tools for the analysis of movement data,https://pypi.org/project/movekit/,12605,eren-ck,https://pypi.org/user/eren-ck/
squidpy,Squidpy - Spatial Single Cell Analysis in Python,https://pypi.org/project/squidpy/,6111,"giovp,hspitzer,michalk8","https://pypi.org/user/giovp/,https://pypi.org/user/hspitzer/,https://pypi.org/user/michalk8/"
pebl,Python Environment for Bayesian Learning,https://pypi.org/project/pebl/,34626,abhik,https://pypi.org/user/abhik/
psmatching,Propensity score matching,https://pypi.org/project/psmatching/,33406,rlirey,https://pypi.org/user/rlirey/
ndex-dev,NDEx Python includes a client and a data model.,https://pypi.org/project/ndex-dev/,214015,ndex,https://pypi.org/user/ndex/
cloudnetpy,Python package for Cloudnet processing,https://pypi.org/project/cloudnetpy/,72232,tukiains,https://pypi.org/user/tukiains/
path-explain,A package for explaining attributions and interactions in deep neural networks,https://pypi.org/project/path-explain/,9807,"jjanizek,psturm","https://pypi.org/user/jjanizek/,https://pypi.org/user/psturm/"
gstools,GSTools: A geostatistical toolbox.,https://pypi.org/project/gstools/,407575,"geostatframework,LSchueler,sebastian.mueller","https://pypi.org/user/geostatframework/,https://pypi.org/user/LSchueler/,https://pypi.org/user/sebastian.mueller/"
tikzify,Utilities for programmatically generating TikZ code.,https://pypi.org/project/tikzify/,21140,neil.g,https://pypi.org/user/neil.g/
nxstools,Configuration tools for NeXDaTaS Tango Servers,https://pypi.org/project/nxstools/,32684,jkotan,https://pypi.org/user/jkotan/
ddmra,A Python package for distance-dependent motion-related artifact (DDMRA) analysis.,https://pypi.org/project/ddmra/,371,"emdupre,tsalo","https://pypi.org/user/emdupre/,https://pypi.org/user/tsalo/"
get-weather-data,Scripts for finding out the weather in a particular zip code,https://pypi.org/project/get-weather-data/,10332,"soodoku,suriyan","https://pypi.org/user/soodoku/,https://pypi.org/user/suriyan/"
delve,Delve lets you monitor PyTorch model layer saturation during training,https://pypi.org/project/delve/,86974,"jshenk,MLRichter","https://pypi.org/user/jshenk/,https://pypi.org/user/MLRichter/"
deformetrica,Software for the statistical analysis of 2D and 3D shape data.,https://pypi.org/project/deformetrica/,2196,aramis,https://pypi.org/user/aramis/
libripoff,simple library to detect plagiarism in source code,https://pypi.org/project/libripoff/,9628,moschlar,https://pypi.org/user/moschlar/
survivalvolume,Plotting tools for survival data,https://pypi.org/project/survivalvolume/,18407,genomematt,https://pypi.org/user/genomematt/
genomeworks-cuda-11-0,NVIDIA genomics python libraries and utiliites,https://pypi.org/project/genomeworks-cuda-11-0/,83092,clara-omics-nvidia,https://pypi.org/user/clara-omics-nvidia/
wsvg,A lightweight wrapper around the SVG format to script SVG files.,https://pypi.org/project/wsvg/,12013,mengqvist,https://pypi.org/user/mengqvist/
PyMPDATA,"Numba-accelerated Pythonic implementation of MPDATA with examples in Python, Julia and Matlab",https://pypi.org/project/PyMPDATA/,6799,"prbartman,slayoo","https://pypi.org/user/prbartman/,https://pypi.org/user/slayoo/"
pyinfraformat,Python library for Finnish Infraformat,https://pypi.org/project/pyinfraformat/,11403,ahartikainen,https://pypi.org/user/ahartikainen/
giveme5w1h,Extraction of the journalistic five W and one H questions (5W1H) from news articles.,https://pypi.org/project/giveme5w1h/,44070,fhamborg,https://pypi.org/user/fhamborg/
torchdrug,A powerful and flexible machine learning platform for drug discovery,https://pypi.org/project/torchdrug/,821,kiddozhu,https://pypi.org/user/kiddozhu/
ha-alpr,a Python module that provides an interface OpenAlpr command line tool for Home-Assistant.,https://pypi.org/project/ha-alpr/,15928,pvizeli,https://pypi.org/user/pvizeli/
proshade,Protein Shape Description and Symmetry Detection (ProSHADE) python module,https://pypi.org/project/proshade/,60047,MTykac,https://pypi.org/user/MTykac/
bidsphysio.events,BIDS Events classes,https://pypi.org/project/bidsphysio.events/,11423,"chrysapa,pvelasco","https://pypi.org/user/chrysapa/,https://pypi.org/user/pvelasco/"
lightkurve,A friendly package for Kepler & TESS time series analysis in Python.,https://pypi.org/project/lightkurve/,156976,barentsen,https://pypi.org/user/barentsen/
extremitypathfinder,python package for geometric shortest path computation for given 2D multi-polygon maps,https://pypi.org/project/extremitypathfinder/,26769,MrMinimal64,https://pypi.org/user/MrMinimal64/
mdmparis-defense-finder,Defense Finder: allow for a systematic search of all known anti-phage systems.,https://pypi.org/project/mdmparis-defense-finder/,4969,aherve,https://pypi.org/user/aherve/
msox3000,Control of HP/Agilent/Keysight MSO-X/DSO-X 3000A Oscilloscope through python via PyVisa,https://pypi.org/project/msox3000/,10171,sgoadhouse,https://pypi.org/user/sgoadhouse/
copulae,Python copulae library for dependency modelling,https://pypi.org/project/copulae/,144957,DannieBee,https://pypi.org/user/DannieBee/
epitopes,Python interface to IEDB and other immune epitope data,https://pypi.org/project/epitopes/,18233,iskander,https://pypi.org/user/iskander/
zivid,Defining the Future of 3D Machine Vision,https://pypi.org/project/zivid/,37044,zivid,https://pypi.org/user/zivid/
ast2src,DESCRIPTION: ast2src - reverse compile ast tree back to legal python source code,https://pypi.org/project/ast2src/,7277,davidbranniganz,https://pypi.org/user/davidbranniganz/
prettyNEAT,NeuroEvolution of Augmenting Topologies in Python,https://pypi.org/project/prettyNEAT/,1350,d9w,https://pypi.org/user/d9w/
jwxml,"Parse and manipulate XML files, mostly JWST optics and wavefront sensing related.",https://pypi.org/project/jwxml/,30555,"jdl,mperrin","https://pypi.org/user/jdl/,https://pypi.org/user/mperrin/"
SameCell,SameCell: upstream analysis of paired scATAC & scRNA,https://pypi.org/project/SameCell/,2346,jefferyUstc,https://pypi.org/user/jefferyUstc/
fastlapjv,Linear sum assignment problem solver using Jonker-Volgenant algorithm.,https://pypi.org/project/fastlapjv/,2088,Thuvis,https://pypi.org/user/Thuvis/
slmtools,Spatial light modulator in Python,https://pypi.org/project/slmtools/,11313,jacopo,https://pypi.org/user/jacopo/
pytorch-toolbelt,PyTorch extensions for fast R&D prototyping and Kaggle farming,https://pypi.org/project/pytorch-toolbelt/,214925,BloodAxe,https://pypi.org/user/BloodAxe/
hvplot,A high-level plotting API for the PyData ecosystem built on HoloViews.,https://pypi.org/project/hvplot/,736635,"ioam,pyviz","https://pypi.org/user/ioam/,https://pypi.org/user/pyviz/"
prokaryote,No project description provided,https://pypi.org/project/prokaryote/,1238519,"0x00B1,aether,alicelucas,bcimini,DavidStirling","https://pypi.org/user/0x00B1/,https://pypi.org/user/aether/,https://pypi.org/user/alicelucas/,https://pypi.org/user/bcimini/,https://pypi.org/user/DavidStirling/"
accumulation-tree,Red/black tree with support for fast accumulation of values in a key range,https://pypi.org/project/accumulation-tree/,13943775,"CamDavidsonPilon,tkluck","https://pypi.org/user/CamDavidsonPilon/,https://pypi.org/user/tkluck/"
grafana-pandas-datasource,Serve Pandas dataframes to Grafana,https://pypi.org/project/grafana-pandas-datasource/,4087,amotl,https://pypi.org/user/amotl/
histogrammar,Composable histogram primitives for distributed data reduction.,https://pypi.org/project/histogrammar/,153020,"mbaak,pivarski","https://pypi.org/user/mbaak/,https://pypi.org/user/pivarski/"
vipe,Tool for visualizing Apache Oozie pipelines,https://pypi.org/project/vipe/,56160,Mateusz.Kobos,https://pypi.org/user/Mateusz.Kobos/
nvidia-npp-cu110,A fake package to warn the user they are not installing the correct package.,https://pypi.org/project/nvidia-npp-cu110/,384,nvidia,https://pypi.org/user/nvidia/
owyl,The goal of Owyl: provide a fast and flexible Behavior Tree library implemented in python.,https://pypi.org/project/owyl/,29865,eykd,https://pypi.org/user/eykd/
oras,OCI Registry as Storage Python client,https://pypi.org/project/oras/,380,vsochat,https://pypi.org/user/vsochat/
dagian,A data-centric DAG framework.,https://pypi.org/project/dagian/,18282,bist,https://pypi.org/user/bist/
bob.db.cuhk-cufsf,CUHK Face Sketch FERET Database (CUFSF),https://pypi.org/project/bob.db.cuhk-cufsf/,17004,biometrics,https://pypi.org/user/biometrics/
xmovie,Simply create beautiful movies from xarray objects,https://pypi.org/project/xmovie/,2681,jbusecke,https://pypi.org/user/jbusecke/
pypozyx-i2c,Python library for Pozyx devices,https://pypi.org/project/pypozyx-i2c/,3160,frantp,https://pypi.org/user/frantp/
pycalphad,"CALPHAD tools for designing thermodynamic models, calculating phase diagrams and investigating phase equilibria.",https://pypi.org/project/pycalphad/,162947,"bocklund,rotis","https://pypi.org/user/bocklund/,https://pypi.org/user/rotis/"
df-compare,APF Engine: Distributed Python Workflow configuration and execution platform,https://pypi.org/project/df-compare/,1482,caseyclements,https://pypi.org/user/caseyclements/
pysigview-cs,Pysigview client-server,https://pypi.org/project/pysigview-cs/,7035,cimba,https://pypi.org/user/cimba/
musketeer,A tool for fitting data from titration experiments.,https://pypi.org/project/musketeer/,544,daniilS,https://pypi.org/user/daniilS/
PPPF,Probabilistic Phage Protein Functions: Phage genomes and their annotations,https://pypi.org/project/PPPF/,3188,linsalrob,https://pypi.org/user/linsalrob/
daccuracy,Detection and Segmentation Accuracy Measures,https://pypi.org/project/daccuracy/,2476,eric.dbv,https://pypi.org/user/eric.dbv/
apode,Poverty and Inequality Analysis in Python,https://pypi.org/project/apode/,1180,ngrion,https://pypi.org/user/ngrion/
madx,No project description provided,https://pypi.org/project/madx/,1901,Dominik1123,https://pypi.org/user/Dominik1123/
graphpy,"A Python implementation of a edges, vertices, and graphs",https://pypi.org/project/graphpy/,37843,tscizzle,https://pypi.org/user/tscizzle/
vizqes,Visualize (multiple) sequence alignment (MSA),https://pypi.org/project/vizqes/,11616,jmass,https://pypi.org/user/jmass/
